116.225035 4.982058
113.430426 4.916453
109.323825 4.820050
102.860881 4.668330
102.121537 4.650973
95.614655 4.498222
90.730919 4.383574
85.591966 4.262936
86.272256 4.278906
85.135069 4.252210
81.064129 4.156643
81.657143 4.170564
76.191135 4.042248
76.191135 4.042248
75.394844 4.023555
71.511518 3.932392
66.503424 3.814825
66.115178 3.805711
66.057049 3.804347
63.046050 3.733662
62.807689 3.728067
60.158068 3.665866
59.684054 3.654738
59.684054 3.654738
59.670385 3.654417
59.390466 3.647846
60.335213 3.670025
61.352172 3.693898
61.227002 3.690960
58.932136 3.637087
56.278879 3.574801
56.020930 3.568745
56.265907 3.574496
56.265907 3.574496
56.289174 3.575042
54.110075 3.523887
54.588075 3.535108
54.588075 3.535108
54.317326 3.528752
54.317326 3.528752
54.322373 3.528871
57.681496 3.607728
57.856124 3.611827
57.834788 3.611326
57.834788 3.611326
54.912294 3.542720
54.912294 3.542720
51.900865 3.472025
50.215853 3.432469
50.251584 3.433308
50.203264 3.432173
50.203264 3.432173
50.179604 3.431618
50.035337 3.428231
50.035337 3.428231
51.490740 3.462397
51.359052 3.459306
51.359052 3.459306
51.370918 3.459584
51.352029 3.459141
48.893282 3.401421
48.566127 3.393741
48.263452 3.386636
48.263452 3.386636
48.263452 3.386636
45.520886 3.322253
46.286740 3.340232
46.015605 3.333867
46.060602 3.334923
46.340867 3.341502
46.340867 3.341502
45.308541 3.317268
45.308541 3.317268
45.308541 3.317268
45.308541 3.317268
44.700503 3.302994
44.626639 3.301260
45.052052 3.311247
45.052052 3.311247
45.039878 3.310961
45.756726 3.327789
45.334391 3.317875
45.582668 3.323703
45.582668 3.323703
43.772117 3.281200
43.772117 3.281200
43.772117 3.281200
43.311087 3.270377
43.311087 3.270377
43.311087 3.270377
43.322414 3.270643
42.826208 3.258994
42.745037 3.257089
42.745037 3.257089
42.707549 3.256209
39.898836 3.190273
40.003228 3.192724
40.014430 3.192987
40.014430 3.192987
40.014430 3.192987
