0.200000 0.000010
0.230000 0.000030
0.260000 0.000100
0.290000 0.000430
0.320000 0.001520
0.350000 0.004900
0.380000 0.012070
0.410000 0.027060
0.440000 0.053890
0.470000 0.098480
0.500000 0.168290
0.530000 0.263700
0.560000 0.382660
0.590000 0.515340
0.620000 0.649470
0.650000 0.768340
0.680000 0.862770
0.710000 0.928350
0.740000 0.967260
0.770000 0.987050
0.800000 0.995720
0.830000 0.999170
0.860000 0.999840
0.890000 1.000000
0.920000 1.000000
0.950000 1.000000
0.980000 1.000000
1.010000 1.000000
1.040000 1.000000
1.070000 1.000000
