0.450000 0.000000
0.460000 0.000000
0.470000 0.000000
0.480000 0.000000
0.490000 0.000000
0.500000 0.000000
0.510000 0.000000
0.520000 0.000000
0.530000 0.000800
0.540000 0.003800
0.550000 0.018800
0.560000 0.052400
0.570000 0.129400
0.580000 0.264600
0.590000 0.449800
0.600000 0.644600
0.610000 0.811400
0.620000 0.919600
0.630000 0.972000
0.640000 0.992600
0.650000 0.998600
0.660000 0.999400
0.670000 0.999800
0.680000 1.000000
0.690000 1.000000
0.700000 1.000000
0.710000 1.000000
0.720000 1.000000
0.730000 1.000000
0.740000 1.000000
