0.450000 0.000000
0.460000 0.000000
0.470000 0.000000
0.480000 0.001000
0.490000 0.002000
0.500000 0.004000
0.510000 0.006000
0.520000 0.013000
0.530000 0.036000
0.540000 0.056000
0.550000 0.090000
0.560000 0.156000
0.570000 0.237000
0.580000 0.348000
0.590000 0.467000
0.600000 0.605000
0.610000 0.734000
0.620000 0.817000
0.630000 0.892000
0.640000 0.943000
0.650000 0.964000
0.660000 0.988000
0.670000 0.993000
0.680000 0.997000
0.690000 0.998000
0.700000 1.000000
0.710000 1.000000
0.720000 1.000000
0.730000 1.000000
0.740000 1.000000
